dataset,feature,model,variant,split,random,majority,accuracy,duration
stackoverflow,AGE,XGBoost,Optimal,Test,0.5484227199999999,0.6556,0.685,0.9570722579956055
stackoverflow,AGE,XGBoost,Underfit,Train,0.5484227199999999,0.6556,0.64825,3.561034679412842
stackoverflow,AGE,XGBoost,Underfit,Test,0.5484227199999999,0.6556,0.685,1.021582841873169
stackoverflow,AGE,XGBoost,Overfit,Train,0.5484227199999999,0.6556,0.61025,3.8728530406951904
stackoverflow,AGE,XGBoost,Overfit,Test,0.5484227199999999,0.6556,0.636,1.0312724113464355
stackoverflow,AGE,Decision Tree,Optimal,Train,0.5484227199999999,0.6556,0.64825,3.0521280765533447
stackoverflow,AGE,Decision Tree,Optimal,Test,0.5484227199999999,0.6556,0.685,0.7630162239074707
stackoverflow,AGE,Decision Tree,Underfit,Train,0.5484227199999999,0.6556,0.64825,2.9993793964385986
stackoverflow,AGE,Decision Tree,Underfit,Test,0.5484227199999999,0.6556,0.685,0.7786157131195068
stackoverflow,AGE,Decision Tree,Overfit,Train,0.5484227199999999,0.6556,0.64825,2.9567806720733643
stackoverflow,AGE,Decision Tree,Overfit,Test,0.5484227199999999,0.6556,0.685,0.7835969924926758
stackoverflow,AGE,Random Forest,Optimal,Train,0.5484227199999999,0.6556,0.63225,9.109883308410645
stackoverflow,AGE,Random Forest,Optimal,Test,0.5484227199999999,0.6556,0.631,2.6799416542053223
stackoverflow,AGE,Random Forest,Underfit,Train,0.5484227199999999,0.6556,0.3685,5.112152338027954
stackoverflow,AGE,Random Forest,Underfit,Test,0.5484227199999999,0.6556,0.334,1.3990416526794434
stackoverflow,AGE,Random Forest,Overfit,Train,0.5484227199999999,0.6556,0.6095,15.117709875106812
stackoverflow,AGE,Random Forest,Overfit,Test,0.5484227199999999,0.6556,0.565,4.362926006317139
stackoverflow,ACCESSIBILITY,XGBoost,Optimal,Train,0.9508700800000001,0.9748,0.975,3.809291362762451
stackoverflow,ACCESSIBILITY,XGBoost,Optimal,Test,0.9508700800000001,0.9748,0.974,1.0374116897583008
stackoverflow,ACCESSIBILITY,XGBoost,Underfit,Train,0.9508700800000001,0.9748,0.975,3.838071346282959
stackoverflow,ACCESSIBILITY,XGBoost,Underfit,Test,0.9508700800000001,0.9748,0.974,1.0237376689910889
stackoverflow,ACCESSIBILITY,XGBoost,Overfit,Train,0.9508700800000001,0.9748,0.697,3.8574068546295166
stackoverflow,ACCESSIBILITY,XGBoost,Overfit,Test,0.9508700800000001,0.9748,0.706,1.0556714534759521
stackoverflow,ACCESSIBILITY,Decision Tree,Optimal,Train,0.9508700800000001,0.9748,0.975,3.0408830642700195
stackoverflow,ACCESSIBILITY,Decision Tree,Optimal,Test,0.9508700800000001,0.9748,0.974,0.789240837097168
stackoverflow,ACCESSIBILITY,Decision Tree,Underfit,Train,0.9508700800000001,0.9748,0.975,3.0378410816192627
stackoverflow,ACCESSIBILITY,Decision Tree,Underfit,Test,0.9508700800000001,0.9748,0.974,0.7832696437835693
stackoverflow,ACCESSIBILITY,Decision Tree,Overfit,Train,0.9508700800000001,0.9748,0.975,3.0866668224334717
stackoverflow,ACCESSIBILITY,Decision Tree,Overfit,Test,0.9508700800000001,0.9748,0.974,0.7772538661956787
stackoverflow,ACCESSIBILITY,Random Forest,Optimal,Train,0.9508700800000001,0.9748,0.456,8.854559183120728
stackoverflow,ACCESSIBILITY,Random Forest,Optimal,Test,0.9508700800000001,0.9748,0.446,2.687486410140991
stackoverflow,ACCESSIBILITY,Random Forest,Underfit,Train,0.9508700800000001,0.9748,0.45575,5.124275207519531
stackoverflow,ACCESSIBILITY,Random Forest,Underfit,Test,0.9508700800000001,0.9748,0.479,1.3903164863586426
stackoverflow,ACCESSIBILITY,Random Forest,Overfit,Train,0.9508700800000001,0.9748,0.525,15.527829647064209
stackoverflow,ACCESSIBILITY,Random Forest,Overfit,Test,0.9508700800000001,0.9748,0.512,4.391164064407349
stackoverflow,EDUCATION_LEVEL,XGBoost,Optimal,Train,0.35145239999999994,0.51,0.04225,3.9124977588653564
stackoverflow,EDUCATION_LEVEL,XGBoost,Optimal,Test,0.35145239999999994,0.51,0.049,1.0318503379821777
stackoverflow,EDUCATION_LEVEL,XGBoost,Underfit,Train,0.35145239999999994,0.51,0.0525,3.878218650817871
stackoverflow,EDUCATION_LEVEL,XGBoost,Underfit,Test,0.35145239999999994,0.51,0.052,1.064131736755371
stackoverflow,EDUCATION_LEVEL,XGBoost,Overfit,Train,0.35145239999999994,0.51,0.12,3.951373338699341
stackoverflow,EDUCATION_LEVEL,XGBoost,Overfit,Test,0.35145239999999994,0.51,0.111,1.0585262775421143
stackoverflow,EDUCATION_LEVEL,Decision Tree,Optimal,Train,0.35145239999999994,0.51,0.0525,3.1322717666625977
stackoverflow,EDUCATION_LEVEL,Decision Tree,Optimal,Test,0.35145239999999994,0.51,0.052,0.8367249965667725
stackoverflow,EDUCATION_LEVEL,Decision Tree,Underfit,Train,0.35145239999999994,0.51,0.0525,3.126655340194702
stackoverflow,EDUCATION_LEVEL,Decision Tree,Underfit,Test,0.35145239999999994,0.51,0.052,0.8271617889404297
stackoverflow,EDUCATION_LEVEL,Decision Tree,Overfit,Train,0.35145239999999994,0.51,0.0525,3.191267728805542
stackoverflow,EDUCATION_LEVEL,Decision Tree,Overfit,Test,0.35145239999999994,0.51,0.052,0.812934160232544
stackoverflow,EDUCATION_LEVEL,Random Forest,Optimal,Train,0.35145239999999994,0.51,0.085,9.311630249023438
stackoverflow,EDUCATION_LEVEL,Random Forest,Optimal,Test,0.35145239999999994,0.51,0.083,2.7029707431793213
stackoverflow,EDUCATION_LEVEL,Random Forest,Underfit,Train,0.35145239999999994,0.51,0.10875,5.270789623260498
stackoverflow,EDUCATION_LEVEL,Random Forest,Underfit,Test,0.35145239999999994,0.51,0.117,1.4223415851593018
stackoverflow,EDUCATION_LEVEL,Random Forest,Overfit,Train,0.35145239999999994,0.51,0.175,15.388157844543457
stackoverflow,EDUCATION_LEVEL,Random Forest,Overfit,Test,0.35145239999999994,0.51,0.138,4.440039396286011
stackoverflow,GENDER,XGBoost,Optimal,Train,0.86512352,0.9284,0.86275,4.023608446121216
stackoverflow,GENDER,XGBoost,Optimal,Test,0.86512352,0.9284,0.839,1.034423589706421
stackoverflow,GENDER,XGBoost,Underfit,Train,0.86512352,0.9284,0.9295,3.8140265941619873
stackoverflow,GENDER,XGBoost,Underfit,Test,0.86512352,0.9284,0.924,1.0844471454620361
stackoverflow,GENDER,XGBoost,Overfit,Train,0.86512352,0.9284,0.18225,4.050313472747803
stackoverflow,GENDER,XGBoost,Overfit,Test,0.86512352,0.9284,0.185,1.0557379722595215
stackoverflow,GENDER,Decision Tree,Optimal,Train,0.86512352,0.9284,0.9295,3.0702977180480957
stackoverflow,GENDER,Decision Tree,Optimal,Test,0.86512352,0.9284,0.924,0.8002030849456787
stackoverflow,GENDER,Decision Tree,Underfit,Train,0.86512352,0.9284,0.9295,3.090956687927246
stackoverflow,GENDER,Decision Tree,Underfit,Test,0.86512352,0.9284,0.924,0.7928791046142578
stackoverflow,GENDER,Decision Tree,Overfit,Train,0.86512352,0.9284,0.9295,3.066347122192383
stackoverflow,GENDER,Decision Tree,Overfit,Test,0.86512352,0.9284,0.924,0.8120148181915283
stackoverflow,GENDER,Random Forest,Optimal,Train,0.86512352,0.9284,0.58825,8.984686374664307
stackoverflow,GENDER,Random Forest,Optimal,Test,0.86512352,0.9284,0.591,2.6956348419189453
stackoverflow,GENDER,Random Forest,Underfit,Train,0.86512352,0.9284,0.17575,5.176696300506592
stackoverflow,GENDER,Random Forest,Underfit,Test,0.86512352,0.9284,0.177,1.4322547912597656
stackoverflow,GENDER,Random Forest,Overfit,Train,0.86512352,0.9284,0.45975,15.295222282409668
stackoverflow,GENDER,Random Forest,Overfit,Test,0.86512352,0.9284,0.421,4.38080620765686
